Response,Annotator1,Annotator2,Annotator3,Score
"I am sorry that did not make you feel creative. I can recommend a few techniques that I do not usually share because they are my bread and butter, but would you like to explore them?",1,1,0,1
,,,,
Creative people are playful. Please project your feelings onto your childhood self (SAT protocol 1) and start doing a play within your creative domain. (User click continue),,,,
"Hey - I've got an idea, creative people are playful. Let's unlock our inner child's (SAT protocol 1) and project our true feelings upon them, imagining they are pursuing a play withing that creative domain.",0,0,1,0
"Creative people are playful! Let yourself be playful by trying to project your feelings onto your childhood self (SAT protocol 1) and play around within your creative domain. Let your imagination run wild, paint or draw up a storm, make up a new dance move, create a new basketball play, go you!",1,1,1,1
Creative people are often playful. Let's try project your feelings onto your childhood self (SAT protocol 1) and start a play within your creative domain.,0,0,0,0
"Imagine your childhood self playing, if you can, come on, it wasn't THAT long ago! Project your feelings onto them (SAT protocol 1) and start doing a play within your creative domain.",0,0,1,0
"A lot of the time creative people are playful. Try projecting your feelings onto your childhood self (SAT protocol 1) and start doing a play within your creative domain, whatever that may be. Don't think about it too hard, just let whatever happens happen!",1,1,1,1
Creativity can be playful and childlike. Try projecting feelings into your childhood self (SAT protocol 1) and start exploring a play within your creative domain. Feel free to untie your imagination.,0,0,0,0
"Did you know that creative people are often quite playful? When you are ready, please project your feelings onto your childhood self (SAT protocol 1) and try doing a play within your creative field. ",0,0,0,0
"Creative people tends to be playful. Please project your feelings onto your childhood self (SAT protocol 1) and start doing a play within your creative domain. Let your imagination run wild and see where it takes you, it's a big world out there, it might surprise you. ",1,1,0,1
"Being playful is one characteristic of a creative person. Please project your feelings onto your childhood self (SAT protocol 1 ) and try to play about with your creative domain. No wrong answers here - if your creative domain is sports, for example, maybe have a think about developing a new technique.",1,1,0,1
"Those who are creative are usually also playful. Try projecting your feelings onto your childhood self (SAT protocol 1) and start a play within your creative domain. Any playful act can happen, let your imagination go wild!",1,1,1,1
Creative people are playful. Please project your feelings onto your childhood self (SAT protocol 1) and start doing a play within your creative domain. Let you imagination run wild!,1,1,0,1
"Creativity and play merge together. Try project your feelings onto your childhood self (SAT protocol 1) and start playing within your creative domain. If your domain is sport, create new ways to win.",1,1,0,1
"Creative people tends to be playful. Please project your feelings onto your childhood self (SAT protocol 1) and start doing a play within your creative domain. For example, if your creative domain is sports, develop and play with a new technique, let your imagination run wild.",1,1,0,1
"Hey, I have an idea, creative people are playful. Lets unpack our inner child (SAT protocol 1) and project our true feelings upon them, imagining they are pursuing a play with this creative domain.",0,0,0,0
"Hey, I have an idea, creative people are playful. Let's unlock the inner child (SAT protocol 1) and project our true feelings upon them, imagining they are playing with that creative domain.",0,0,0,0
"Creative people are playful! Let yourself be playful by trying to project your feelings onto your childhood self (SAT protocol 1) and play within your creative domain. Paint or draw up a storm, create a new dance move or a new basketball game, let your imagination burst and go you!",1,1,1,1
